Site,Tree,Stage,RipeningStage ,LD65,aD65,bD65,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm
DEGUEDO,A4C3,3,RY,46.95,7.61,28.75,5.4,5.76,5.99,6.04,6.07,6.19,6.31,6.36,6.3,6.36,7.11,8.78,11.15,13.11,14.41,15.57,16.96,18.38,19.79,21.41,22.94,23.14,22.38,22.26,21.01,18.15,15.35,11.92,12.36,21.28,37.29
DEGUEDO,A4C3,3,RY,36.6,22.94,16.99,4.84,5,5.1,5.08,5.05,5.02,5.01,4.96,4.85,4.76,4.81,4.97,5.23,5.45,5.72,6.2,7.15,8.75,11.13,14.16,17.27,19.29,20.16,20.94,20.34,18.15,15.77,12.45,12.74,20.97,34.88
DEGUEDO,A4C3,3,RY,39.66,14.64,20.78,4.89,5.08,5.21,5.21,5.22,5.27,5.33,5.31,5.25,5.22,5.5,6.12,6.95,7.61,8.16,8.95,10.29,12.07,14.16,16.38,18.33,18.93,18.51,18.54,17.4,14.89,12.56,9.76,10.18,18.27,33.7
DEGUEDO,A4C3,3,RY,38.87,32.18,19.07,4.94,5.33,5.58,5.59,5.53,5.44,5.4,5.32,5.12,4.96,4.92,4.97,5.08,5.22,5.41,5.81,6.72,8.54,11.77,16.33,21.33,25.26,27.8,29.73,30.16,28.5,25.57,20.84,20.91,30.36,42.98
DEGUEDO,A4C3,3,RY,36.94,18.12,17.51,4.72,4.9,5.01,5.01,4.99,5.01,5.05,5.01,4.93,4.85,4.97,5.26,5.68,6.02,6.37,6.95,8.07,9.79,12.03,14.54,16.81,17.8,17.74,17.94,16.98,14.66,12.45,9.73,10.11,17.87,32.87
DEGUEDO,A4C3,3,RY,42.4,19.16,23.37,5.12,5.47,5.69,5.72,5.72,5.75,5.8,5.8,5.64,5.57,5.84,6.45,7.27,7.98,8.65,9.62,11.32,13.77,16.75,19.83,22.47,23.56,23.41,23.58,22.43,19.58,16.66,12.83,13.18,22.39,37.62
DEGUEDO,A4C3,3,RY,36.48,21.5,16.28,5.01,5.16,5.21,5.17,5.13,5.11,5.11,5.07,4.98,4.9,4.97,5.17,5.47,5.73,6,6.46,7.36,8.8,10.86,13.4,16.1,18.1,19.34,20.52,20.47,18.83,16.66,13.36,13.84,22.19,34.77
DEGUEDO,A4C3,3,RY,49.21,11.07,30.06,5.54,6.07,6.48,6.65,6.72,6.82,6.97,7.06,6.92,6.99,7.81,9.57,11.91,13.82,15.14,16.41,18.09,20.1,22.29,24.63,26.72,27.32,26.78,26.8,25.57,22.61,19.45,15.27,15.57,25.22,41
DEGUEDO,A4C3,3,RY,35.82,26.65,15.95,4.56,4.77,4.96,5.02,5.02,4.98,4.96,4.92,4.81,4.73,4.73,4.82,5,5.13,5.29,5.57,6.18,7.35,9.43,12.58,16.34,19.52,21.77,23.64,24.15,22.77,20.46,16.71,17.09,25.98,38.81
DEGUEDO,A4C3,4,R,24.88,8.41,1.9,4.18,4.14,4.11,4.07,4.06,4.03,4.03,4,4,3.97,3.95,3.94,3.94,3.93,3.92,3.91,3.92,3.92,3.98,4.15,4.58,5.32,6.43,7.78,8.96,9.43,9.32,8.27,8.87,14.47,24.07
DEGUEDO,A4C3,4,R,26.29,15.57,4.9,4.05,4.02,4.01,3.98,3.96,3.93,3.93,3.9,3.89,3.88,3.87,3.84,3.84,3.83,3.82,3.81,3.83,3.87,4.08,4.69,6,7.78,9.83,11.87,13.2,13.21,12.38,10.37,10.82,17.47,28.16
DEGUEDO,A4C3,4,R,33.71,28.91,14.96,4.47,4.58,4.62,4.57,4.51,4.44,4.41,4.36,4.27,4.21,4.18,4.17,4.19,4.23,4.32,4.52,5,6.02,7.97,10.96,14.6,17.95,20.68,23.08,24.33,23.67,21.51,17.44,17.93,27.54,39.99
DEGUEDO,A4C3,4,R,30.68,23.7,10.51,4.45,4.46,4.43,4.37,4.33,4.28,4.26,4.24,4.2,4.17,4.15,4.12,4.13,4.13,4.14,4.2,4.38,4.85,6.02,8.15,11.09,13.93,16.18,18.1,18.58,17.33,15.56,12.48,12.88,21.27,34.19
DEGUEDO,A4C3,4,R,32.12,23.83,12.22,4.45,4.51,4.55,4.52,4.49,4.45,4.42,4.38,4.32,4.25,4.22,4.21,4.24,4.28,4.35,4.5,4.9,5.78,7.43,9.95,12.92,15.36,17,18.41,18.58,17.06,15.01,11.85,12.19,20.26,33.01
DEGUEDO,A4C3,4,R,32.7,20.77,12.44,4.46,4.56,4.63,4.63,4.61,4.59,4.58,4.55,4.48,4.44,4.44,4.46,4.55,4.64,4.75,4.97,5.49,6.51,8.24,10.65,13.25,15.06,15.97,16.8,16.31,14.37,12.48,9.89,10.3,17.89,31.77
DEGUEDO,A4C3,4,R,31.13,25.57,11.65,4.35,4.36,4.35,4.31,4.25,4.22,4.2,4.17,4.13,4.09,4.08,4.06,4.07,4.09,4.12,4.2,4.45,5.01,6.19,8.25,11.11,14.14,16.98,19.57,21.11,20.93,19.57,16.48,17.19,25.91,37.48
DEGUEDO,A4C3,4,R,31.67,26.06,12.25,4.44,4.47,4.46,4.39,4.33,4.29,4.26,4.22,4.15,4.11,4.08,4.05,4.05,4.07,4.1,4.19,4.48,5.18,6.68,9.22,12.51,15.54,17.87,19.85,20.44,19.17,17.05,13.55,13.93,22.82,36.1
DEGUEDO,A4C3,4,R,40.7,26.29,22.18,4.84,5.15,5.39,5.45,5.44,5.44,5.44,5.39,5.21,5.07,5.15,5.41,5.79,6.16,6.63,7.42,8.95,11.44,14.87,18.92,22.77,25.05,25.81,26.56,25.86,23.16,19.9,15.34,15.64,25.66,40.82
DEGUEDO,A4C3,4,R,33.93,22.66,14.12,4.76,4.84,4.83,4.76,4.7,4.68,4.66,4.61,4.51,4.44,4.44,4.47,4.56,4.65,4.81,5.12,5.84,7.18,9.32,12.05,14.84,16.71,17.6,18.39,17.86,15.88,13.84,10.94,11.37,19.21,32
DEGUEDO,A4C3,5,P,24.38,7.9,1.83,4.03,4,3.97,3.93,3.91,3.89,3.89,3.87,3.86,3.85,3.85,3.83,3.83,3.82,3.81,3.8,3.81,3.82,3.86,3.99,4.31,4.88,5.83,7.13,8.53,9.53,9.9,9.18,10.06,15.84,24.44
DEGUEDO,A4C3,5,P,21.7,0.91,-0.19,3.59,3.55,3.53,3.49,3.48,3.46,3.46,3.44,3.44,3.42,3.42,3.4,3.41,3.4,3.4,3.39,3.4,3.4,3.41,3.42,3.44,3.46,3.5,3.53,3.6,3.73,3.97,4.3,4.92,6.91,11.03
DEGUEDO,A4C3,5,P,23.24,3.78,0.54,3.91,3.88,3.84,3.81,3.79,3.78,3.78,3.76,3.75,3.74,3.73,3.72,3.72,3.71,3.7,3.7,3.7,3.7,3.72,3.76,3.84,3.99,4.34,4.93,5.79,6.57,6.99,6.68,7.38,12.06,20.17
DEGUEDO,A4C3,5,P,23.33,5.49,1.12,3.85,3.81,3.77,3.75,3.72,3.7,3.7,3.69,3.68,3.68,3.67,3.65,3.65,3.65,3.64,3.64,3.65,3.66,3.68,3.73,3.85,4.15,4.74,5.69,6.85,7.78,8.18,7.65,8.36,13.49,21.9
DEGUEDO,A4C3,5,P,23.14,1.48,-0.23,4.03,3.99,3.96,3.92,3.9,3.88,3.87,3.85,3.85,3.83,3.82,3.8,3.8,3.79,3.79,3.77,3.77,3.78,3.78,3.79,3.81,3.84,3.88,3.96,4.2,4.71,5.36,5.97,7.1,10.58,16.3
DEGUEDO,A4C3,5,P,23.05,0.91,-0.21,4,3.95,3.92,3.89,3.86,3.85,3.84,3.83,3.82,3.82,3.8,3.78,3.78,3.78,3.78,3.77,3.78,3.78,3.79,3.8,3.82,3.85,3.87,3.9,3.98,4.16,4.44,4.8,5.43,7.62,11.78
DEGUEDO,A4C3,5,P,23.96,3.6,0.35,4.19,4.14,4.1,4.06,4.05,4.03,4.02,3.99,4,3.97,3.97,3.95,3.95,3.94,3.93,3.92,3.92,3.93,3.94,3.95,4.01,4.13,4.43,5,5.92,6.97,7.71,7.75,8.69,13.2,20.06
DEGUEDO,A4C3,5,P,22.02,0.75,-0.05,3.66,3.62,3.59,3.56,3.54,3.53,3.52,3.51,3.5,3.5,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.5,3.51,3.52,3.53,3.56,3.6,3.64,3.7,3.77,3.92,4.15,4.54,5.72,8.36
DEGUEDO,A4C3,5,P,23.28,0.52,-0.22,4.08,4.03,3.99,3.95,3.93,3.91,3.91,3.9,3.9,3.89,3.88,3.86,3.87,3.86,3.86,3.85,3.86,3.86,3.87,3.88,3.89,3.91,3.94,3.97,4.02,4.07,4.14,4.24,4.39,4.84,5.97
DEGUEDO,A4C3,5,P,22.49,1.57,-0.1,3.8,3.77,3.74,3.7,3.69,3.67,3.66,3.65,3.64,3.62,3.62,3.6,3.6,3.6,3.59,3.58,3.59,3.59,3.6,3.63,3.65,3.68,3.74,3.82,4.04,4.49,5.08,5.61,6.6,9.78,15.27
DEGUEDO,A2C2,1,G,57.4,-13.85,39.12,6.03,6.66,7.06,7.21,7.39,7.81,8.2,8.42,8.56,9.11,11.39,16.11,22.75,28.08,30.89,32.13,31.91,30.04,27.64,26.01,25.16,23.68,21.86,21.21,19.52,16.54,14.02,11.14,11.77,20.92,38.85
DEGUEDO,A2C2,1,G,55.19,-12.69,39.02,5.17,5.7,6.09,6.27,6.47,6.85,7.17,7.39,7.57,8.06,10.16,14.47,20.51,25.36,27.92,29.09,29.02,27.47,25.46,24.11,23.43,22.1,20.44,19.83,18.22,15.37,12.99,10.21,10.85,19.59,36.55
DEGUEDO,A2C2,1,G,53.16,-14.98,36.83,5.34,5.72,6,6.11,6.25,6.56,6.84,7,7.11,7.52,9.25,13.06,18.91,23.97,26.69,27.82,27.42,25.29,22.74,21.07,20.21,18.81,17.13,16.51,15.09,12.66,10.71,8.64,9.19,16.37,32.67
DEGUEDO,A2C2,1,G,51.12,-15.41,34.7,5.28,5.58,5.78,5.85,5.95,6.25,6.52,6.65,6.75,7.12,8.63,12,17.36,22.14,24.71,25.75,25.27,23.08,20.52,18.89,18.05,16.7,15.11,14.53,13.3,11.18,9.47,7.75,8.26,14.47,29.59
DEGUEDO,A2C2,1,G,51.88,-13.79,36.39,5.14,5.44,5.67,5.77,5.89,6.17,6.4,6.54,6.65,6.99,8.54,12.03,17.49,22.29,24.98,26.16,25.96,24.13,21.82,20.3,19.52,18.15,16.48,15.88,14.52,12.16,10.23,8.19,8.69,15.56,31.21
DEGUEDO,A2C2,1,G,52,-15.03,35.87,5.34,5.64,5.85,5.91,6.03,6.33,6.58,6.7,6.84,7.2,8.8,12.37,17.98,22.85,25.49,26.58,26.18,24.07,21.54,19.89,19.05,17.69,16.08,15.48,14.09,11.8,10.01,8.12,8.7,15.52,31.34
DEGUEDO,A2C2,1,G,52.66,-14.13,36.68,5.23,5.58,5.86,5.99,6.13,6.4,6.66,6.81,6.9,7.27,8.93,12.56,18.2,23.15,25.92,27.12,26.83,24.88,22.46,20.88,20.07,18.68,17.03,16.43,15.05,12.69,10.72,8.63,9.14,16.11,31.63
DEGUEDO,A2C2,1,G,55.15,-10.52,37.9,5.17,5.64,6.16,6.57,6.89,7.22,7.5,7.74,7.86,8.27,10.05,13.77,19.34,24.28,27.31,28.85,29.06,27.8,25.93,24.7,24.09,22.78,21.08,20.47,19.1,16.54,14.05,11.18,11.63,19.59,35.38
DEGUEDO,A2C2,1,G,56.91,-12.67,39.18,5.72,6.31,6.76,6.96,7.18,7.58,7.9,8.16,8.34,8.87,11.15,15.9,22.29,27.25,29.82,30.94,30.83,29.36,27.34,25.94,25.2,23.86,22.18,21.59,19.9,16.87,14.32,11.28,11.99,21.39,37.97
DEGUEDO,A2C2,1,G,54.26,-14.72,37.33,5.53,5.97,6.29,6.4,6.54,6.89,7.22,7.38,7.5,7.93,9.85,13.89,19.93,24.99,27.71,28.86,28.53,26.47,23.95,22.29,21.44,19.99,18.27,17.64,16.15,13.58,11.46,9.19,9.79,17.52,34.38
DEGUEDO,A2C2,2,YG,49.47,-6.51,34.33,4.49,4.81,5.14,5.34,5.51,5.74,5.93,6.1,6.23,6.54,7.87,10.76,14.89,18.35,20.35,21.43,21.82,21.39,20.58,20.09,19.97,19.24,18.1,17.77,16.48,14.04,11.98,9.56,10.17,17.79,31.93
DEGUEDO,A2C2,2,YG,56.09,-8.24,39.43,5.24,5.82,6.37,6.7,6.95,7.22,7.47,7.69,7.78,8.18,10.03,14.02,19.81,24.67,27.54,29.1,29.59,28.85,27.56,26.73,26.36,25.17,23.5,22.89,21.23,18.18,15.4,12.05,12.57,21.8,38.48
DEGUEDO,A2C2,2,YG,38.79,6.93,19.42,4.51,4.68,4.86,4.99,5.11,5.2,5.28,5.34,5.4,5.49,5.9,6.67,7.75,8.66,9.33,10.06,10.89,11.71,12.62,13.63,14.48,14.7,14.67,14.96,14.21,12.6,11.21,9.54,10.51,16.99,27.8
DEGUEDO,A2C2,2,YG,44.1,5.24,25.6,4.62,4.89,5.24,5.52,5.72,5.84,5.93,6.01,6,6.08,6.75,8.23,10.33,12.08,13.15,13.94,14.75,15.59,16.57,17.85,19.11,19.35,18.75,18.6,17.32,14.9,12.91,10.28,10.66,17.93,31.39
DEGUEDO,A2C2,2,YG,38.37,12.09,17.48,4.84,5.03,5.23,5.36,5.44,5.49,5.53,5.57,5.56,5.64,6.04,6.74,7.54,8.08,8.49,8.93,9.55,10.45,11.69,13.25,14.89,16.1,16.92,17.75,17.74,16.69,15.3,12.93,13.39,20.06,29.88
DEGUEDO,A2C2,2,YG,39.91,4.14,19.39,4.78,5,5.24,5.42,5.53,5.64,5.71,5.76,5.76,5.84,6.25,7.21,8.63,9.98,10.81,11.37,11.86,12.3,12.85,13.68,14.6,14.89,14.56,14.56,13.84,12.18,10.73,8.89,9.23,14.71,25.62
DEGUEDO,A2C2,2,YG,56.51,-2.21,38.56,4.98,5.55,6.33,7.04,7.54,7.8,8.03,8.3,8.29,8.58,10.21,13.65,18.7,23.15,26.03,27.79,28.84,29.12,29.04,29.24,29.57,28.85,27.46,27.01,25.36,22.09,19.19,15.38,15.8,25.7,42.63
DEGUEDO,A2C2,2,YG,47.59,0.9,29.78,4.67,5.07,5.53,5.82,6.02,6.19,6.33,6.43,6.46,6.61,7.55,9.66,12.69,15.25,16.8,17.81,18.58,19.03,19.43,20.13,20.91,20.74,19.87,19.64,18.28,15.71,13.56,10.76,11.24,19.17,33.61
DEGUEDO,A2C2,2,YG,45.19,2.41,26.26,4.94,5.28,5.62,5.83,5.96,6.08,6.15,6.25,6.23,6.37,7.15,8.96,11.45,13.53,14.74,15.47,16.03,16.48,16.98,17.82,18.82,19.09,18.6,18.53,17.36,15.03,13.13,10.51,10.86,18,30.3
DEGUEDO,A2C2,2,YG,50.25,-2.16,33.6,4.88,5.25,5.64,5.89,6.08,6.29,6.45,6.61,6.67,6.89,8.11,10.8,14.67,17.96,19.91,21.04,21.69,21.84,21.82,22.16,22.68,22.19,20.95,20.54,18.99,16.1,13.64,10.59,11.1,19.54,35.24
DEGUEDO,A2C2,3,RY,35.23,13.9,15.24,4.67,4.78,4.83,4.83,4.84,4.87,4.88,4.87,4.83,4.8,4.95,5.29,5.76,6.14,6.45,6.88,7.65,8.85,10.46,12.36,14.12,14.79,14.62,14.73,13.99,12.09,10.25,8.19,8.63,15.09,28.28
DEGUEDO,A2C2,3,RY,48.41,-6.24,30.76,5.14,5.36,5.62,5.84,6.04,6.23,6.39,6.52,6.57,6.8,7.88,10.24,13.98,17.37,19.4,20.48,20.86,20.38,19.55,19.16,19.1,18.16,16.77,16.28,15.1,12.9,10.95,8.89,9.35,16.06,31.53
DEGUEDO,A2C2,3,RY,37,11.59,17.02,4.56,4.72,4.89,5,5.08,5.11,5.14,5.16,5.12,5.13,5.39,5.99,6.84,7.53,7.96,8.35,8.9,9.67,10.83,12.52,14.4,15.4,15.6,16.01,15.45,13.68,11.85,9.65,10.05,16.68,30.33
DEGUEDO,A2C2,3,RY,37.89,16.75,17.63,4.98,5.14,5.19,5.18,5.2,5.29,5.35,5.38,5.35,5.37,5.64,6.17,6.71,7.08,7.36,7.78,8.57,9.84,11.6,13.84,16.3,17.88,18.64,19.6,19.39,17.37,14.76,11.32,11.9,21.33,36.99
DEGUEDO,A2C2,3,RY,35.28,14.78,14.43,4.55,4.71,4.87,4.98,5.06,5.08,5.08,5.07,5.03,4.99,5.13,5.47,5.96,6.37,6.64,6.95,7.48,8.35,9.73,11.69,13.84,15.13,15.51,15.98,15.48,13.76,11.96,9.7,10.02,16.39,29.35
DEGUEDO,A2C2,3,RY,44.22,1.91,25.14,5.04,5.29,5.53,5.68,5.81,5.94,6.05,6.15,6.16,6.29,7.02,8.56,10.76,12.63,13.74,14.57,15.45,16.21,16.86,17.62,18.29,17.83,16.7,16.32,15.29,13.2,11.18,9,9.36,15.82,29.97
DEGUEDO,A2C2,4,R,26.36,10.96,2.97,4.42,4.4,4.37,4.34,4.33,4.31,4.29,4.26,4.25,4.23,4.21,4.2,4.2,4.19,4.17,4.18,4.19,4.24,4.39,4.75,5.45,6.47,7.82,9.48,10.94,11.55,11.31,9.91,10.69,17.67,29.07
DEGUEDO,A2C2,4,R,35.95,21.11,15.2,4.82,5,5.13,5.17,5.17,5.16,5.14,5.13,5.04,4.98,5.05,5.26,5.52,5.72,5.9,6.23,6.9,8.15,10.2,13,16,18,18.89,19.71,19.37,17.41,14.95,11.7,12.11,20.15,33.35
DEGUEDO,A2C2,4,R,28.22,15.14,6.17,4.38,4.39,4.38,4.36,4.35,4.32,4.3,4.25,4.23,4.18,4.17,4.16,4.17,4.17,4.18,4.24,4.39,4.72,5.43,6.6,8.13,9.53,10.63,11.74,12.12,11.37,10.27,8.55,8.95,14.72,25.51
DEGUEDO,A2C2,4,R,26.67,12.16,3.6,4.45,4.41,4.36,4.33,4.31,4.29,4.27,4.24,4.24,4.22,4.21,4.19,4.2,4.19,4.18,4.19,4.2,4.25,4.42,4.86,5.77,7.06,8.64,10.41,11.68,11.83,11.23,9.54,10.26,17.4,29.43
DEGUEDO,A2C2,4,R,27.27,14.46,4.18,4.47,4.45,4.43,4.41,4.4,4.38,4.36,4.33,4.32,4.3,4.28,4.27,4.26,4.26,4.24,4.25,4.26,4.29,4.44,4.88,5.88,7.43,9.5,11.87,13.91,14.84,14.6,12.71,13.68,21.78,33.12
DEGUEDO,A2C2,4,R,34.38,23.84,13.88,4.71,4.83,4.91,4.92,4.91,4.89,4.86,4.83,4.76,4.69,4.7,4.79,4.92,5,5.11,5.3,5.76,6.76,8.66,11.58,14.98,17.58,19.06,20.3,20.32,18.54,15.99,12.37,12.84,21.42,34.69
DEGUEDO,A2C2,4,R,36.24,28.87,15.55,4.72,4.94,5.13,5.19,5.21,5.23,5.22,5.21,5.07,4.97,4.96,5.01,5.06,5.07,5.14,5.35,5.91,7.13,9.41,12.88,17.02,20.58,23.23,25.5,26.7,25.84,22.97,18.14,18.65,28.96,41.87
DEGUEDO,A2C2,4,R,28.4,17.74,6.2,4.46,4.45,4.43,4.4,4.4,4.37,4.34,4.31,4.3,4.27,4.24,4.23,4.23,4.23,4.23,4.24,4.3,4.45,4.9,5.87,7.48,9.45,11.58,13.76,15.38,15.87,15.29,13.21,14.08,21.82,32.65
DEGUEDO,A2C2,4,R,27.63,18.01,5.67,4.35,4.32,4.29,4.26,4.25,4.22,4.19,4.16,4.15,4.11,4.1,4.09,4.08,4.06,4.05,4.05,4.07,4.14,4.41,5.15,6.62,8.68,11.13,13.71,15.96,16.91,16.13,13.72,14.5,22.09,32.28
DEGUEDO,A2C2,4,R,27.04,13.38,4.42,4.4,4.38,4.34,4.3,4.29,4.27,4.23,4.2,4.19,4.16,4.15,4.14,4.14,4.12,4.11,4.12,4.17,4.28,4.62,5.41,6.73,8.19,9.53,10.86,11.43,10.83,9.81,8.16,8.58,14.73,27.14
DEGUEDO,A2C2,5,P,23.15,0.56,-0.07,4.04,3.99,3.93,3.89,3.88,3.86,3.84,3.83,3.82,3.82,3.81,3.81,3.83,3.82,3.83,3.83,3.84,3.83,3.83,3.84,3.83,3.85,3.88,3.9,3.94,4.04,4.22,4.55,5.11,6.49,9.11
DEGUEDO,A2C2,5,P,22.67,0.65,-0.09,3.9,3.86,3.79,3.75,3.74,3.73,3.71,3.68,3.69,3.66,3.66,3.66,3.68,3.67,3.68,3.69,3.7,3.7,3.7,3.7,3.7,3.72,3.74,3.77,3.83,3.91,4.1,4.39,4.92,6.26,8.84
DEGUEDO,A2C2,5,P,23.22,0.48,-0.16,4.07,4.02,3.96,3.93,3.91,3.9,3.88,3.86,3.86,3.84,3.84,3.84,3.85,3.84,3.85,3.85,3.86,3.86,3.86,3.86,3.85,3.87,3.89,3.91,3.94,4,4.12,4.34,4.77,5.82,7.99
DEGUEDO,A2C2,5,P,24.24,6.7,1.27,4.13,4.09,4.03,3.98,3.98,3.96,3.94,3.91,3.9,3.88,3.87,3.86,3.86,3.85,3.84,3.84,3.85,3.85,3.89,3.97,4.19,4.59,5.32,6.39,7.77,8.95,9.41,8.81,9.82,16.14,26.35
DEGUEDO,A2C2,5,P,23.88,0.4,1.02,4.03,3.99,3.93,3.9,3.89,3.88,3.87,3.86,3.86,3.85,3.87,3.91,3.98,4.03,4.07,4.1,4.11,4.1,4.1,4.09,4.08,4.1,4.11,4.13,4.19,4.26,4.45,4.71,5.26,7.02,10.48
DEGUEDO,A2C2,5,P,23.43,0.47,-0.17,4.14,4.08,4.02,3.98,3.98,3.97,3.94,3.91,3.93,3.9,3.89,3.9,3.92,3.91,3.91,3.91,3.91,3.91,3.93,3.92,3.92,3.94,3.97,3.99,4.02,4.08,4.16,4.32,4.6,5.29,6.86
DEGUEDO,A2C2,5,P,23.29,0.95,0.06,4.03,3.99,3.94,3.9,3.9,3.88,3.86,3.85,3.85,3.84,3.83,3.83,3.84,3.84,3.84,3.85,3.86,3.86,3.88,3.89,3.9,3.92,3.96,4.02,4.11,4.3,4.57,4.9,5.52,7.52,11.36
DEGUEDO,A2C2,5,P,23.78,1.62,0.05,4.17,4.14,4.09,4.06,4.05,4.03,4.01,3.99,3.99,3.97,3.96,3.97,3.97,3.96,3.96,3.97,3.97,3.97,3.99,4,4.01,4.06,4.13,4.24,4.51,5.01,5.64,6.24,7.41,10.78,16.05
DEGUEDO,A2C2,5,P,22.79,0.98,-0.07,3.92,3.87,3.82,3.77,3.77,3.76,3.74,3.71,3.72,3.7,3.69,3.69,3.7,3.69,3.7,3.7,3.71,3.71,3.72,3.73,3.74,3.77,3.8,3.85,3.95,4.16,4.47,4.89,5.58,7.42,10.76
DEGUEDO,A2C2,5,P,23.32,1.76,0,4.07,4.02,3.96,3.93,3.92,3.9,3.88,3.86,3.86,3.84,3.83,3.82,3.83,3.82,3.81,3.82,3.83,3.83,3.84,3.85,3.87,3.92,4.01,4.17,4.51,5.03,5.53,5.81,6.6,9.72,15.11